"","LoggerNumber","DateTime","TempC","RH","DewPTC","TreeID"
"1",2,2018-05-26 10:33:00,27.358,92.831,25.906,"BR1"
"2",2,2018-05-26 10:36:00,27.308,92.791,25.85,"BR1"
"3",2,2018-05-26 10:39:00,27.259,92.532,25.759,"BR1"
"4",2,2018-05-26 10:42:00,27.235,93.02,25.814,"BR1"
"5",2,2018-05-26 10:45:00,27.186,93.036,25.767,"BR1"
"6",2,2018-05-26 10:48:00,27.358,93.27,25.977,"BR1"
"7",2,2018-05-26 10:51:00,27.604,93.331,26.232,"BR1"
"8",2,2018-05-26 10:54:00,27.751,93.258,26.367,"BR1"
"9",2,2018-05-26 10:57:00,27.899,93.212,26.507,"BR1"
"10",2,2018-05-26 11:00:00,28.072,93.007,26.646,"BR1"
"11",2,2018-05-26 11:03:00,28.394,91.759,26.761,"BR1"
"12",2,2018-05-26 11:06:00,28.493,86.966,26.037,"BR1"
"13",2,2018-05-26 11:09:00,28.593,87.384,26.209,"BR1"
"14",2,2018-05-26 11:12:00,28.568,84.682,25.7,"BR1"
"15",2,2018-05-26 11:15:00,28.468,84.146,25.505,"BR1"
"16",2,2018-05-26 11:18:00,28.568,87.802,26.258,"BR1"
"17",2,2018-05-26 11:21:00,28.717,83.943,25.711,"BR1"
"18",2,2018-05-26 11:24:00,28.866,88.265,26.633,"BR1"
"19",2,2018-05-26 11:27:00,29.04,81.131,25.5,"BR1"
"20",2,2018-05-26 11:30:00,29.165,82.776,25.934,"BR1"
"21",2,2018-05-26 11:33:00,29.19,82.435,25.894,"BR1"
"22",2,2018-05-26 11:36:00,29.24,80.709,25.614,"BR1"
"23",2,2018-05-26 11:39:00,29.19,79.592,25.348,"BR1"
"24",2,2018-05-26 11:42:00,29.19,78.774,25.186,"BR1"
"25",2,2018-05-26 11:45:00,29.215,80.442,25.538,"BR1"
"26",2,2018-05-26 11:48:00,29.09,89.021,26.987,"BR1"
"27",2,2018-05-26 20:30:00,25.963,92.379,24.444,"BR1"
"28",2,2018-05-26 20:33:00,25.914,92.367,24.394,"BR1"
"29",2,2018-05-26 20:36:00,25.817,92.616,24.337,"BR1"
"30",2,2018-05-26 20:39:00,25.574,92.174,24.024,"BR1"
"31",2,2018-05-26 20:42:00,25.331,92.333,23.808,"BR1"
"32",2,2018-05-26 20:45:00,25.137,92.613,23.66,"BR1"
"33",2,2018-05-26 20:48:00,24.992,92.577,23.509,"BR1"
"34",2,2018-05-26 20:51:00,24.823,92.617,23.347,"BR1"
"35",2,2018-05-26 20:54:00,24.677,92.717,23.218,"BR1"
"36",2,2018-05-26 20:57:00,24.532,92.736,23.077,"BR1"
"37",2,2018-05-26 21:00:00,24.388,92.754,22.936,"BR1"
"38",2,2018-05-26 21:03:00,24.267,92.751,22.815,"BR1"
"39",2,2018-05-26 21:06:00,24.146,92.749,22.695,"BR1"
"40",2,2018-05-26 21:09:00,24.002,92.767,22.554,"BR1"
"41",2,2018-05-26 21:12:00,23.905,92.852,22.471,"BR1"
"42",2,2018-05-26 21:15:00,23.761,92.843,22.326,"BR1"
"43",2,2018-05-26 21:18:00,23.665,92.846,22.23,"BR1"
"44",2,2018-05-26 21:21:00,23.641,92.84,22.206,"BR1"
"45",2,2018-05-26 21:24:00,23.593,92.882,22.164,"BR1"
"46",2,2018-05-26 21:27:00,23.569,92.93,22.148,"BR1"
"47",2,2018-05-26 21:30:00,23.593,93.099,22.198,"BR1"
"48",2,2018-05-26 21:33:00,23.617,93.213,22.24,"BR1"
"49",2,2018-05-26 21:36:00,23.665,93.603,22.349,"BR1"
"50",2,2018-05-26 21:39:00,23.881,95.111,22.798,"BR1"
"51",2,2018-05-26 21:42:00,24.026,94.449,22.841,"BR1"
"52",2,2018-05-26 21:45:00,24.098,94.629,22.941,"BR1"
"53",1,2018-05-31 10:45:00,27.801,89.251,25.749,"BR10"
"54",1,2018-05-31 10:48:00,27.801,89.949,25.868,"BR10"
"55",1,2018-05-31 10:51:00,27.85,92.29,26.307,"BR10"
"56",1,2018-05-31 10:54:00,27.899,90.14,25.998,"BR10"
"57",1,2018-05-31 10:57:00,28.023,95.759,27.038,"BR10"
"58",1,2018-05-31 11:00:00,28.072,91.015,26.317,"BR10"
"59",1,2018-05-31 11:03:00,28.097,86.225,25.515,"BR10"
"60",1,2018-05-31 11:06:00,28.122,84.839,25.29,"BR10"
"61",1,2018-05-31 11:09:00,28.171,87.682,25.845,"BR10"
"62",1,2018-05-31 11:12:00,28.221,85.373,25.484,"BR10"
"63",1,2018-05-31 11:15:00,28.27,82.41,24.988,"BR10"
"64",1,2018-05-31 11:18:00,28.369,81.74,24.959,"BR10"
"65",1,2018-05-31 11:21:00,28.543,79.167,24.633,"BR10"
"66",1,2018-05-31 11:24:00,28.642,77.285,24.356,"BR10"
"67",1,2018-05-31 11:27:00,28.742,77.393,24.474,"BR10"
"68",1,2018-05-31 11:30:00,28.891,77.893,24.72,"BR10"
"69",1,2018-05-31 11:33:00,29.04,77.395,24.765,"BR10"
"70",1,2018-05-31 11:36:00,29.165,75.65,24.53,"BR10"
"71",1,2018-05-31 11:39:00,29.24,73.883,24.232,"BR10"
"72",1,2018-05-31 11:42:00,29.09,71.672,23.611,"BR10"
"73",1,2018-05-31 11:45:00,29.015,73.84,24.006,"BR10"
"74",1,2018-05-31 11:48:00,29.14,73.566,24.068,"BR10"
"75",1,2018-05-31 11:51:00,29.34,74.468,24.452,"BR10"
"76",1,2018-05-31 11:54:00,29.265,75.877,24.673,"BR10"
"77",1,2018-05-31 11:57:00,29.365,74.383,24.458,"BR10"
"78",1,2018-05-31 20:39:00,24.968,91.314,23.282,"BR10"
"79",1,2018-05-31 20:42:00,24.895,91.46,23.233,"BR10"
"80",1,2018-05-31 20:45:00,24.871,93.797,23.582,"BR10"
"81",1,2018-05-31 20:48:00,24.871,93.743,23.573,"BR10"
"82",1,2018-05-31 20:51:00,24.895,94.128,23.658,"BR10"
"83",1,2018-05-31 20:54:00,24.968,93.088,23.567,"BR10"
"84",1,2018-05-31 20:57:00,25.065,92.431,23.558,"BR10"
"85",1,2018-05-31 21:00:00,25.162,91.635,23.526,"BR10"
"86",1,2018-05-31 21:03:00,25.258,91.22,23.555,"BR10"
"87",1,2018-05-31 21:06:00,25.331,90.523,23.513,"BR10"
"88",1,2018-05-31 21:09:00,25.404,89.381,23.396,"BR10"
"89",1,2018-05-31 21:12:00,25.38,89.181,23.339,"BR10"
"90",1,2018-05-31 21:15:00,25.355,89.12,23.305,"BR10"
"91",1,2018-05-31 21:18:00,25.331,89.75,23.386,"BR10"
"92",1,2018-05-31 21:21:00,25.331,89.971,23.422,"BR10"
"93",1,2018-05-31 21:24:00,25.331,90.164,23.454,"BR10"
"94",1,2018-05-31 21:27:00,25.331,90.082,23.441,"BR10"
"95",1,2018-05-31 21:30:00,25.307,89.219,23.273,"BR10"
"96",1,2018-05-31 21:33:00,25.258,89.152,23.214,"BR10"
"97",1,2018-05-31 21:36:00,25.234,89.562,23.258,"BR10"
"98",1,2018-05-31 21:39:00,25.21,89.887,23.288,"BR10"
"99",1,2018-05-31 21:42:00,25.186,89.329,23.171,"BR10"
"100",1,2018-05-31 21:45:00,25.113,89.754,23.17,"BR10"
"101",1,2018-05-31 21:48:00,25.113,90.25,23.252,"BR10"
"102",1,2018-05-31 21:51:00,25.089,90.079,23.2,"BR10"
"103",2,2018-06-06 08:36:00,25.841,91.086,24.113,"BR11"
"104",2,2018-06-06 08:39:00,25.768,92.002,24.189,"BR11"
"105",2,2018-06-06 08:42:00,25.695,92.477,24.194,"BR11"
"106",2,2018-06-06 08:45:00,25.574,92.529,24.081,"BR11"
"107",2,2018-06-06 08:48:00,25.38,92.618,23.902,"BR11"
"108",2,2018-06-06 08:51:00,25.38,93.463,24.037,"BR11"
"109",2,2018-06-06 08:54:00,25.428,93.556,24.1,"BR11"
"110",2,2018-06-06 08:57:00,25.453,93.562,24.125,"BR11"
"111",2,2018-06-06 09:00:00,25.477,93.568,24.15,"BR11"
"112",2,2018-06-06 09:03:00,25.453,93.617,24.134,"BR11"
"113",2,2018-06-06 09:06:00,25.38,93.163,23.989,"BR11"
"114",2,2018-06-06 09:09:00,25.283,92.266,23.749,"BR11"
"115",2,2018-06-06 09:12:00,25.258,91.878,23.662,"BR11"
"116",2,2018-06-06 09:15:00,25.355,90.143,23.475,"BR11"
"117",2,2018-06-06 09:18:00,25.55,89.885,23.625,"BR11"
"118",2,2018-06-06 09:21:00,25.72,88.568,23.572,"BR11"
"119",2,2018-06-06 09:24:00,25.939,85.765,23.305,"BR11"
"120",2,2018-06-06 09:27:00,26.109,86.366,23.579,"BR11"
"121",2,2018-06-06 09:30:00,26.256,85.668,23.6,"BR11"
"122",2,2018-06-06 09:33:00,26.426,84.377,23.539,"BR11"
"123",2,2018-06-06 09:36:00,26.598,83.05,23.466,"BR11"
"124",2,2018-06-06 09:39:00,26.744,82.253,23.463,"BR11"
"125",2,2018-06-06 09:42:00,26.842,80.897,23.305,"BR11"
"126",2,2018-06-06 09:45:00,26.965,81.555,23.549,"BR11"
"127",2,2018-06-06 09:48:00,27.161,80.935,23.624,"BR11"
"128",2,2018-06-06 09:51:00,27.235,81.785,23.856,"BR11"
"129",1,2018-06-06 08:27:00,24.774,97.748,24.091,"BR12"
"130",1,2018-06-06 08:30:00,25.355,94.812,24.224,"BR12"
"131",1,2018-06-06 08:33:00,25.647,93.229,24.266,"BR12"
"132",1,2018-06-06 08:36:00,25.817,92.999,24.398,"BR12"
"133",1,2018-06-06 08:39:00,26.182,93.253,24.803,"BR12"
"134",1,2018-06-06 08:42:00,26.451,93.757,25.151,"BR12"
"135",1,2018-06-06 08:45:00,26.353,95.038,25.256,"BR12"
"136",1,2018-06-06 08:48:00,26.28,95.669,25.282,"BR12"
"137",1,2018-06-06 08:51:00,26.231,92.554,24.739,"BR12"
"138",1,2018-06-06 08:54:00,26.231,94.654,25.074,"BR12"
"139",1,2018-06-06 08:57:00,26.304,89.428,24.297,"BR12"
"140",1,2018-06-06 09:00:00,26.426,94.132,25.186,"BR12"
"141",1,2018-06-06 09:03:00,26.451,88.097,24.216,"BR12"
"142",1,2018-06-06 09:06:00,26.353,87.711,24.053,"BR12"
"143",1,2018-06-06 09:09:00,26.329,87.314,23.96,"BR12"
"144",1,2018-06-06 09:12:00,26.304,88.315,24.108,"BR12"
"145",1,2018-06-06 09:15:00,26.378,83.884,23.402,"BR12"
"146",1,2018-06-06 09:18:00,26.524,84.994,23.745,"BR12"
"147",1,2018-06-06 09:21:00,26.646,83.032,23.511,"BR12"
"148",1,2018-06-06 09:24:00,26.842,80.407,23.212,"BR12"
"149",1,2018-06-06 09:27:00,27.063,80.28,23.404,"BR12"
"150",1,2018-06-06 09:30:00,27.259,79.076,23.364,"BR12"
"151",1,2018-06-06 09:33:00,27.382,79.363,23.539,"BR12"
"152",1,2018-06-06 09:36:00,27.505,77.758,23.344,"BR12"
"153",1,2018-06-06 09:39:00,27.505,77.086,23.211,"BR12"
"154",1,2018-06-06 20:30:00,25.016,81.538,21.638,"BR12"
"155",1,2018-06-06 20:33:00,24.992,79.356,21.205,"BR12"
"156",1,2018-06-06 20:36:00,24.992,81.076,21.528,"BR12"
"157",1,2018-06-06 20:39:00,25.04,81.828,21.715,"BR12"
"158",1,2018-06-06 20:42:00,25.137,80.506,21.564,"BR12"
"159",1,2018-06-06 20:45:00,25.234,80.068,21.577,"BR12"
"160",1,2018-06-06 20:48:00,25.234,79.522,21.473,"BR12"
"161",1,2018-06-06 20:51:00,25.283,78.84,21.391,"BR12"
"162",1,2018-06-06 20:54:00,25.307,78.528,21.354,"BR12"
"163",1,2018-06-06 20:57:00,25.38,78.109,21.344,"BR12"
"164",1,2018-06-06 21:00:00,25.501,77.641,21.371,"BR12"
"165",1,2018-06-06 21:03:00,25.574,77.192,21.354,"BR12"
"166",1,2018-06-06 21:06:00,25.598,76.731,21.287,"BR12"
"167",1,2018-06-06 21:09:00,25.647,76.245,21.237,"BR12"
"168",1,2018-06-06 21:12:00,25.695,75.437,21.123,"BR12"
"169",1,2018-06-06 21:15:00,25.744,75.593,21.201,"BR12"
"170",1,2018-06-06 21:18:00,25.768,75.802,21.267,"BR12"
"171",1,2018-06-06 21:21:00,25.793,75.427,21.215,"BR12"
"172",1,2018-06-06 21:24:00,25.793,74.811,21.09,"BR12"
"173",1,2018-06-06 21:27:00,25.817,73.02,20.744,"BR12"
"174",1,2018-06-06 21:30:00,25.866,71.697,20.512,"BR12"
"175",1,2018-06-06 21:33:00,25.866,71.192,20.404,"BR12"
"176",1,2018-06-06 21:36:00,25.841,71.217,20.385,"BR12"
"177",1,2018-06-06 21:39:00,25.817,71.212,20.361,"BR12"
"178",1,2018-06-06 21:42:00,25.744,72.858,20.64,"BR12"
"179",1,2018-06-06 09:51:00,27.974,85.176,25.205,"BR13"
"180",1,2018-06-06 09:54:00,27.924,87.851,25.63,"BR13"
"181",1,2018-06-06 09:57:00,27.85,88.507,25.67,"BR13"
"182",1,2018-06-06 10:00:00,27.924,80.808,24.346,"BR13"
"183",1,2018-06-06 10:03:00,27.801,83.513,24.732,"BR13"
"184",1,2018-06-06 10:06:00,27.505,86.289,24.942,"BR13"
"185",1,2018-06-06 10:09:00,27.333,89.337,25.3,"BR13"
"186",1,2018-06-06 10:12:00,27.136,90.458,25.295,"BR13"
"187",1,2018-06-06 10:15:00,26.965,90.389,25.113,"BR13"
"188",1,2018-06-06 10:18:00,26.793,90.708,24.996,"BR13"
"189",1,2018-06-06 10:21:00,26.769,84.482,23.894,"BR13"
"190",1,2018-06-06 10:24:00,26.818,85.258,24.081,"BR13"
"191",1,2018-06-06 10:27:00,26.94,84.236,24.018,"BR13"
"192",1,2018-06-06 10:30:00,27.112,81.328,23.65,"BR13"
"193",1,2018-06-06 10:33:00,27.136,78.441,23.12,"BR13"
"194",1,2018-06-06 10:36:00,27.161,76.607,22.78,"BR13"
"195",1,2018-06-06 10:39:00,27.358,77.144,23.079,"BR13"
"196",1,2018-06-06 10:42:00,27.604,76.402,23.169,"BR13"
"197",1,2018-06-06 10:45:00,27.776,77.082,23.473,"BR13"
"198",1,2018-06-06 10:48:00,27.998,75.007,23.266,"BR13"
"199",1,2018-06-06 10:51:00,27.998,74.001,23.057,"BR13"
"200",1,2018-06-06 10:54:00,28.023,74.48,23.181,"BR13"
"201",1,2018-06-06 10:57:00,28.295,72.272,22.975,"BR13"
"202",1,2018-06-06 11:00:00,28.468,72.245,23.137,"BR13"
"203",1,2018-06-06 11:03:00,28.617,71.554,23.13,"BR13"
"204",2,2018-06-06 10:21:00,26.475,91.487,24.808,"BR14"
"205",2,2018-06-06 10:24:00,26.304,91.694,24.672,"BR14"
"206",2,2018-06-06 10:27:00,26.207,91.835,24.598,"BR14"
"207",2,2018-06-06 10:30:00,26.085,91.805,24.472,"BR14"
"208",2,2018-06-06 10:33:00,25.963,92.159,24.409,"BR14"
"209",2,2018-06-06 10:36:00,25.914,93.187,24.525,"BR14"
"210",2,2018-06-06 10:39:00,25.987,93.423,24.636,"BR14"
"211",2,2018-06-06 10:42:00,26.061,93.55,24.729,"BR14"
"212",2,2018-06-06 10:45:00,26.109,93.562,24.78,"BR14"
"213",2,2018-06-06 10:48:00,26.158,93.656,24.843,"BR14"
"214",2,2018-06-06 10:51:00,26.085,90.842,24.314,"BR14"
"215",2,2018-06-06 10:54:00,26.231,88.297,24.033,"BR14"
"216",2,2018-06-06 10:57:00,26.573,84.75,23.75,"BR14"
"217",2,2018-06-06 11:00:00,26.989,82.249,23.702,"BR14"
"218",2,2018-06-06 11:03:00,27.358,79.59,23.559,"BR14"
"219",2,2018-06-06 11:06:00,27.677,78.085,23.577,"BR14"
"220",2,2018-06-06 11:09:00,27.85,77.536,23.636,"BR14"
"221",2,2018-06-06 11:12:00,28.048,75.253,23.365,"BR14"
"222",2,2018-06-06 11:15:00,28.221,75.877,23.661,"BR14"
"223",2,2018-06-06 11:18:00,28.295,74.444,23.436,"BR14"
"224",2,2018-06-06 11:21:00,28.444,73.433,23.367,"BR14"
"225",2,2018-06-06 11:24:00,28.692,73.361,23.592,"BR14"
"226",2,2018-06-06 11:27:00,29.04,70.941,23.402,"BR14"
"227",2,2018-06-06 11:30:00,28.891,72.264,23.548,"BR14"
"228",2,2018-06-06 11:33:00,28.841,72.852,23.627,"BR14"
"229",2,2018-06-06 11:36:00,28.841,78.41,24.774,"BR14"
"230",1,2018-06-06 11:15:00,29.165,86.325,26.585,"BR15"
"231",1,2018-06-06 11:18:00,29.165,78.154,25.039,"BR15"
"232",1,2018-06-06 11:21:00,29.09,77.111,24.756,"BR15"
"233",1,2018-06-06 11:24:00,29.065,74.623,24.219,"BR15"
"234",1,2018-06-06 11:27:00,29.015,80.197,25.295,"BR15"
"235",1,2018-06-06 11:30:00,28.891,88.356,26.674,"BR15"
"236",1,2018-06-06 11:33:00,29.065,93.085,27.648,"BR15"
"237",1,2018-06-06 11:36:00,29.315,93.422,27.952,"BR15"
"238",1,2018-06-06 11:39:00,29.665,94.777,28.522,"BR15"
"239",1,2018-06-06 11:42:00,29.966,95.183,28.888,"BR15"
"240",1,2018-06-06 11:45:00,30.117,74.32,25.172,"BR15"
"241",1,2018-06-06 11:48:00,29.84,69.789,23.913,"BR15"
"242",1,2018-06-06 11:51:00,29.665,68.301,23.405,"BR15"
"243",1,2018-06-06 11:54:00,29.439,67.225,22.939,"BR15"
"244",1,2018-06-06 11:57:00,29.29,68.993,23.205,"BR15"
"245",1,2018-06-06 12:00:00,29.09,69.381,23.102,"BR15"
"246",1,2018-06-06 12:03:00,28.99,68.637,22.837,"BR15"
"247",1,2018-06-06 12:06:00,29.065,68.771,22.939,"BR15"
"248",1,2018-06-06 12:09:00,29.215,67.064,22.687,"BR15"
"249",1,2018-06-06 12:12:00,29.24,65.661,22.378,"BR15"
"250",1,2018-06-06 12:15:00,29.34,66.015,22.558,"BR15"
"251",1,2018-06-06 12:18:00,29.29,66.282,22.574,"BR15"
"252",1,2018-06-06 12:21:00,29.09,67.652,22.705,"BR15"
"253",1,2018-06-06 12:24:00,28.941,66.681,22.336,"BR15"
"254",1,2018-06-06 12:27:00,28.816,70.057,22.991,"BR15"
"255",1,2018-06-07 09:03:00,25.793,89.39,23.783,"BR16"
"256",1,2018-06-07 09:06:00,25.866,90.265,24.001,"BR16"
"257",1,2018-06-07 09:09:00,26.036,87.414,23.688,"BR16"
"258",1,2018-06-07 09:12:00,26.256,85.668,23.6,"BR16"
"259",1,2018-06-07 09:15:00,26.451,83.103,23.332,"BR16"
"260",1,2018-06-07 09:18:00,26.646,83.517,23.599,"BR16"
"261",1,2018-06-07 09:21:00,26.842,82.074,23.526,"BR16"
"262",1,2018-06-07 09:24:00,27.014,81.996,23.679,"BR16"
"263",1,2018-06-07 09:27:00,27.21,82.067,23.885,"BR16"
"264",1,2018-06-07 09:30:00,27.382,79.913,23.645,"BR16"
"265",1,2018-06-07 09:33:00,27.431,73.981,22.504,"BR16"
"266",1,2018-06-07 09:36:00,27.431,74.483,22.609,"BR16"
"267",1,2018-06-07 09:39:00,27.358,72.155,22.047,"BR16"
"268",1,2018-06-07 09:42:00,27.235,72.489,22,"BR16"
"269",1,2018-06-07 09:45:00,27.161,71.791,21.779,"BR16"
"270",1,2018-06-07 09:48:00,27.063,72.308,21.796,"BR16"
"271",1,2018-06-07 09:51:00,27.038,71.946,21.695,"BR16"
"272",1,2018-06-07 09:54:00,26.965,70.56,21.324,"BR16"
"273",1,2018-06-07 09:57:00,26.965,71.307,21.486,"BR16"
"274",1,2018-06-07 10:00:00,27.014,71.525,21.58,"BR16"
"275",1,2018-06-07 10:03:00,27.161,71.253,21.663,"BR16"
"276",1,2018-06-07 10:06:00,27.358,70.302,21.644,"BR16"
"277",1,2018-06-07 10:09:00,27.481,69.604,21.608,"BR16"
"278",1,2018-06-07 10:12:00,27.604,68.692,21.521,"BR16"
"279",1,2018-06-07 10:15:00,27.702,70.065,21.923,"BR16"
"280",1,2018-06-07 19:03:00,26.475,75.533,21.898,"BR16"
"281",1,2018-06-07 19:06:00,26.28,74.083,21.412,"BR16"
"282",1,2018-06-07 19:09:00,26.012,74.561,21.251,"BR16"
"283",1,2018-06-07 19:12:00,25.695,75.817,21.199,"BR16"
"284",1,2018-06-07 19:15:00,25.453,77.486,21.294,"BR16"
"285",1,2018-06-07 19:18:00,25.234,77.21,21.027,"BR16"
"286",1,2018-06-07 19:21:00,25.089,80.839,21.579,"BR16"
"287",1,2018-06-07 19:24:00,25.065,84.442,22.211,"BR16"
"288",1,2018-06-07 19:27:00,25.113,85.409,22.429,"BR16"
"289",1,2018-06-07 19:30:00,25.162,79.046,21.312,"BR16"
"290",1,2018-06-07 19:33:00,25.186,79.655,21.451,"BR16"
"291",1,2018-06-07 19:36:00,25.21,78.363,21.228,"BR16"
"292",1,2018-06-07 19:39:00,25.234,77.761,21.135,"BR16"
"293",1,2018-06-07 19:42:00,25.258,76.75,20.96,"BR16"
"294",1,2018-06-07 19:45:00,25.186,76.503,20.841,"BR16"
"295",1,2018-06-07 19:48:00,25.089,76.221,20.691,"BR16"
"296",1,2018-06-07 19:51:00,25.04,76.996,20.797,"BR16"
"297",1,2018-06-07 19:54:00,24.992,76.725,20.696,"BR16"
"298",1,2018-06-07 19:57:00,24.944,77.064,20.716,"BR16"
"299",1,2018-06-07 20:00:00,24.871,77.6,20.75,"BR16"
"300",1,2018-06-07 20:03:00,24.823,76.894,20.565,"BR16"
"301",1,2018-06-07 20:06:00,24.774,78.043,20.741,"BR16"
"302",1,2018-06-07 20:09:00,24.726,78.494,20.781,"BR16"
"303",1,2018-06-07 20:12:00,24.798,79.114,20.97,"BR16"
"304",1,2018-06-07 20:15:00,24.847,77.768,20.759,"BR16"
"305",1,2018-06-07 20:18:00,24.798,78.048,20.766,"BR16"
"306",2,2018-06-07 09:03:00,25.695,85.991,23.105,"BR17"
"307",2,2018-06-07 09:06:00,25.768,86.849,23.326,"BR17"
"308",2,2018-06-07 09:09:00,25.841,86.978,23.421,"BR17"
"309",2,2018-06-07 09:12:00,25.939,87.308,23.574,"BR17"
"310",2,2018-06-07 09:15:00,26.012,87.297,23.644,"BR17"
"311",2,2018-06-07 09:18:00,26.085,87.398,23.734,"BR17"
"312",2,2018-06-07 09:21:00,26.182,86.86,23.737,"BR17"
"313",2,2018-06-07 09:24:00,26.256,86.118,23.68,"BR17"
"314",2,2018-06-07 09:27:00,26.329,86.275,23.779,"BR17"
"315",2,2018-06-07 09:30:00,26.378,86.54,23.874,"BR17"
"316",2,2018-06-07 09:33:00,26.5,85.073,23.735,"BR17"
"317",2,2018-06-07 09:36:00,26.646,81.114,23.154,"BR17"
"318",2,2018-06-07 09:39:00,26.744,79.288,22.902,"BR17"
"319",2,2018-06-07 09:42:00,26.793,76.767,22.455,"BR17"
"320",2,2018-06-07 09:45:00,26.818,75.189,22.16,"BR17"
"321",2,2018-06-07 09:48:00,26.916,75.59,22.337,"BR17"
"322",2,2018-06-07 09:51:00,26.94,73.679,21.967,"BR17"
"323",2,2018-06-07 09:54:00,26.965,72.973,21.842,"BR17"
"324",2,2018-06-07 09:57:00,26.916,73.497,21.905,"BR17"
"325",2,2018-06-07 10:00:00,26.916,72.815,21.761,"BR17"
"326",2,2018-06-07 10:03:00,26.965,75.159,22.296,"BR17"
"327",2,2018-06-07 10:06:00,27.136,72.084,21.819,"BR17"
"328",2,2018-06-07 10:09:00,27.284,71.187,21.767,"BR17"
"329",2,2018-06-07 10:12:00,27.358,71.618,21.931,"BR17"
"330",2,2018-06-07 10:15:00,27.382,72.339,22.11,"BR17"
"331",2,2018-06-07 19:12:00,25.55,78.896,21.662,"BR17"
"332",2,2018-06-07 19:15:00,25.307,80.255,21.683,"BR17"
"333",2,2018-06-07 19:18:00,25.113,80.186,21.48,"BR17"
"334",2,2018-06-07 19:21:00,25.016,83.244,21.949,"BR17"
"335",2,2018-06-07 19:24:00,24.968,84.138,22.061,"BR17"
"336",2,2018-06-07 19:27:00,24.944,82.973,21.828,"BR17"
"337",2,2018-06-07 19:30:00,24.919,84.465,22.072,"BR17"
"338",2,2018-06-07 19:33:00,24.895,84.657,22.082,"BR17"
"339",2,2018-06-07 19:36:00,24.871,83.777,21.902,"BR17"
"340",2,2018-06-07 19:39:00,24.871,83.806,21.907,"BR17"
"341",2,2018-06-07 19:42:00,24.847,84.646,22.033,"BR17"
"342",2,2018-06-07 19:45:00,24.871,82.247,21.625,"BR17"
"343",2,2018-06-07 19:48:00,24.919,80.86,21.417,"BR17"
"344",2,2018-06-07 19:51:00,24.944,80.35,21.346,"BR17"
"345",2,2018-06-07 19:54:00,25.016,81.595,21.648,"BR17"
"346",2,2018-06-07 19:57:00,25.21,80.951,21.718,"BR17"
"347",2,2018-06-07 20:00:00,25.307,78.788,21.404,"BR17"
"348",2,2018-06-07 20:03:00,25.234,78.397,21.258,"BR17"
"349",2,2018-06-07 20:06:00,25.089,78.281,21.094,"BR17"
"350",2,2018-06-07 20:09:00,24.992,79.356,21.205,"BR17"
"351",2,2018-06-07 20:12:00,24.944,79.461,21.178,"BR17"
"352",2,2018-06-07 20:15:00,24.919,79.082,21.082,"BR17"
"353",2,2018-06-07 20:18:00,24.895,79.077,21.058,"BR17"
"354",2,2018-06-07 20:21:00,24.847,80.588,21.295,"BR17"
"355",2,2018-06-07 20:24:00,24.798,82.629,21.624,"BR17"
"356",1,2018-06-07 10:33:00,28.221,70.67,22.555,"BR18"
"357",1,2018-06-07 10:36:00,28.32,68.911,22.257,"BR18"
"358",1,2018-06-07 10:39:00,28.444,66.595,21.841,"BR18"
"359",1,2018-06-07 10:42:00,28.345,73.622,23.312,"BR18"
"360",1,2018-06-07 10:45:00,28.27,75.238,23.577,"BR18"
"361",1,2018-06-07 10:48:00,28.097,75.263,23.415,"BR18"
"362",1,2018-06-07 10:51:00,28.023,78.535,24.002,"BR18"
"363",1,2018-06-07 10:54:00,28.048,80.979,24.5,"BR18"
"364",1,2018-06-07 10:57:00,28.147,71.496,22.665,"BR18"
"365",1,2018-06-07 11:00:00,28.196,70.546,22.504,"BR18"
"366",1,2018-06-07 11:03:00,28.27,66.474,21.648,"BR18"
"367",1,2018-06-07 11:06:00,28.32,65.963,21.574,"BR18"
"368",1,2018-06-07 11:09:00,28.419,64.756,21.38,"BR18"
"369",1,2018-06-07 11:12:00,28.493,65.81,21.703,"BR18"
"370",1,2018-06-07 11:15:00,28.617,64.636,21.54,"BR18"
"371",1,2018-06-07 11:18:00,28.642,62.792,21.11,"BR18"
"372",1,2018-06-07 11:21:00,28.593,62.505,20.991,"BR18"
"373",1,2018-06-07 11:24:00,28.667,63.166,21.226,"BR18"
"374",1,2018-06-07 11:27:00,28.791,61.701,20.976,"BR18"
"375",1,2018-06-07 11:30:00,28.941,62.004,21.194,"BR18"
"376",1,2018-06-07 11:33:00,28.941,62.84,21.404,"BR18"
"377",1,2018-06-07 11:36:00,28.841,64.181,21.641,"BR18"
"378",1,2018-06-07 11:39:00,28.742,64.165,21.543,"BR18"
"379",1,2018-06-07 11:42:00,28.717,66.551,22.091,"BR18"
"380",1,2018-06-07 11:45:00,28.891,71.994,23.49,"BR18"
"381",1,2018-06-07 20:24:00,24.629,82.847,21.497,"BR18"
"382",1,2018-06-07 20:27:00,24.484,82.589,21.308,"BR18"
"383",1,2018-06-07 20:30:00,24.291,82.773,21.152,"BR18"
"384",1,2018-06-07 20:33:00,24.171,86.343,21.662,"BR18"
"385",1,2018-06-07 20:36:00,24.146,88.751,22.046,"BR18"
"386",1,2018-06-07 20:39:00,24.171,89.694,22.226,"BR18"
"387",1,2018-06-07 20:42:00,24.195,86.348,21.687,"BR18"
"388",1,2018-06-07 20:45:00,24.122,87.777,21.859,"BR18"
